id	brand	nodeType	parentId	visibility	showInMenu	showInBrowse	hubMode	topCategory	subCategory	title	menuTitle	slug	url	template	status	menuOrder	browseOrder	"tags,nodeType"
df-collectables-musical-instruments-toxic-valley	df	page	df-sc-collectables-musical-instruments	public	1	1		Collectables	Musical Instruments	Musical Instruments - Toxic Valley	Musical Instruments - Toxic Valley	musical-instruments-toxic-valley	/df/collectables/musical-instruments/musical-instruments-toxic-valley/	collectables-region-hub	published	19	19	"collectables,musical-instruments,collectables-region-hub,page"
df-sc-collectables-keys	df	sub	df-tc-collectables	public	1	0	subcards	Collectables	Keys	Keys	Keys	keys	/df/collectables/keys/	category-hub	published	29		"collectables,keys,category-hub,sub"
df-collectables-keys-checklist	df	page	df-sc-collectables-keys	public	1	1		Collectables	Keys	Keys Checklist	Keys Checklist	checklist	/df/collectables/keys/checklist/	checklist	published	15	15	"collectables,keys,page,checklist"
df-sc-collectables-notes	df	sub	df-tc-collectables	public	1	0	subcards	Collectables	Notes	Notes	Notes	notes	/df/collectables/notes/	category-hub	published	28		"collectables,notes,category-hub,sub"
df-collectables-notes-checklist	df	page	df-sc-collectables-notes	public	1	1		Collectables	Notes	Notes Checklist	Notes Checklist	checklist	/df/collectables/notes/checklist/	checklist	published	15	15	"collectables,notes,page,checklist,page"
df-sc-collectables-plushies	df	sub	df-tc-collectables	public	1	0	subcards	Collectables	Plushies	Plushies	Plushies	plushies	/df/collectables/plushies/	category-hub	published	29		"collectables,plushies,category-hub,sub"
df-collectables-plushies-checklist	df	page	df-sc-collectables-plushies	public	1	1		Collectables	Plushies	Plushies Checklist	Plushies Checklist	checklist	/df/collectables/plushies/checklist/	checklist	published	15	15	"collectables,plushies,page,checklist,page"
df-collectables-plushies-guide	df	page	df-sc-collectables-plushies	public	1	1		Collectables	Plushies	Plushies Guide	Plushies Guide	guide	/df/collectables/plushies/guide/		published	10	10	"collectables,plushies,page,guide,page"
df-collectables-plushies-ash-heap	df	page	df-sc-collectables-plushies	public	1	1		Collectables	Plushies	Plushies - Ash Heap	Plushies - Ash Heap	plushies-ash-heap	/df/collectables/plushies/plushies-ash-heap/	collectables-region-hub	published	11	11	"collectables,plushies,collectables-region-hub,page"
df-collectables-plushies-atlantic-city	df	page	df-sc-collectables-plushies	public	1	1		Collectables	Plushies	Plushies - Atlantic City	Plushies - Atlantic City	plushies-atlantic-city	/df/collectables/plushies/plushies-atlantic-city/	collectables-region-hub	published	13	13	"collectables,plushies,collectables-region-hub,page"
df-collectables-plushies-burning-springs	df	page	df-sc-collectables-plushies	public	1	1		Collectables	Plushies	Plushies - Burning Springs	Plushies - Burning Springs	plushies-burning-springs	/df/collectables/plushies/plushies-burning-springs/	collectables-region-hub	published	12	12	"collectables,plushies,collectables-region-hub,page"
df-collectables-plushies-cranberry-bog	df	page	df-sc-collectables-plushies	public	1	1		Collectables	Plushies	Plushies - Cranberry Bog	Plushies - Cranberry Bog	plushies-cranberry-bog	/df/collectables/plushies/plushies-cranberry-bog/	collectables-region-hub	published	13	13	"collectables,plushies,collectables-region-hub,page"
df-collectables-plushies-forest	df	page	df-sc-collectables-plushies	public	1	1		Collectables	Plushies	Plushies - Forest	Plushies - Forest	plushies-forest	/df/collectables/plushies/plushies-forest/	collectables-region-hub	published	14	14	"collectables,plushies,collectables-region-hub,page"
df-collectables-plushies-savage-divide	df	page	df-sc-collectables-plushies	public	1	1		Collectables	Plushies	Plushies - Savage Divide	Plushies - Savage Divide	plushies-savage-divide	/df/collectables/plushies/plushies-savage-divide/	collectables-region-hub	published	16	16	"collectables,plushies,collectables-region-hub,page"
df-collectables-plushies-skyline-valley	df	page	df-sc-collectables-plushies	public	1	1		Collectables	Plushies	Plushies - Skyline Valley	Plushies - Skyline Valley	plushies-skyline-valley	/df/collectables/plushies/plushies-skyline-valley/	collectables-region-hub	published	17	17	"collectables,plushies,collectables-region-hub,page"
df-collectables-plushies-the-mire	df	page	df-sc-collectables-plushies	public	1	1		Collectables	Plushies	Plushies - The Mire	Plushies - The Mire	plushies-the-mire	/df/collectables/plushies/plushies-the-mire/	collectables-region-hub	published	18	18	"collectables,plushies,collectables-region-hub,page"
df-collectables-plushies-the-pitt	df	page	df-sc-collectables-plushies	public	1	1		Collectables	Plushies	Plushies - The Pitt	Plushies - The Pitt	plushies-the-pitt	/df/collectables/plushies/plushies-the-pitt/	collectables-region-hub	published	13	13	"collectables,plushies,collectables-region-hub,page"
df-collectables-plushies-toxic-valley	df	page	df-sc-collectables-plushies	public	1	1		Collectables	Plushies	Plushies - Toxic Valley	Plushies - Toxic Valley	plushies-toxic-valley	/df/collectables/plushies/plushies-toxic-valley/	collectables-region-hub	published	19	19	"collectables,plushies,collectables-region-hub,page"
df-tc-cryptids	df	top		public	1	1	subcards	Cryptids	Cryptids	Cryptids	Cryptids	cryptids	/df/cryptids/	category-hub	published	50	50	"cryptids,category-hub,top"
df-cryptids-blue-devil	df	page	df-tc-cryptids	public	1	1		Cryptids	Cryptids	Blue Devil	Blue Devil	devil	/df/cryptids/devil/	cryptid-hub	published	11	11	"cryptids,cryptid-hub,page"
df-cryptids-big-foot	df	page	df-tc-cryptids	public	1	1		Cryptids	Cryptids	Bigfoot	Bigfoot	foot	/df/cryptids/foot/	cryptid-hub	published	10	10	"cryptids,cryptid-hub,page"
df-cryptids-jersey-lesser-devils	df	page	df-tc-cryptids	public	1	1		Cryptids	Cryptids	Jersey and Lesser Devils	Jersey and Lesser Devils	jersey-lesser-devils	/df/cryptids/jersey-lesser-devils/	cryptid-hub	published	14	14	"cryptids,cryptid-hub,page"
df-cryptids-flatwoods-monster	df	page	df-tc-cryptids	public	1	1		Cryptids	Cryptids	Flatwoods Monster	Flatwoods Monster	monster-flatwoods-monster	/df/cryptids/monster-flatwoods-monster/	cryptid-hub	published	12	12	"cryptids,cryptid-hub,page"
df-cryptids-grafton-monster	df	page	df-tc-cryptids	public	1	1		Cryptids	Cryptids	Grafton Monster	Grafton Monster	monster-grafton-monster	/df/cryptids/monster-grafton-monster/	cryptid-hub	published	13	13	"cryptids,cryptid-hub,page"
df-cryptids-mothman	df	page	df-tc-cryptids	public	1	1		Cryptids	Cryptids	Mothman	Mothman	mothman	/df/cryptids/mothman/	cryptid-hub	published	15	15	"cryptids,cryptid-hub,page"
df-cryptids-ogua	df	page	df-tc-cryptids	public	1	1		Cryptids	Cryptids	Ogua	Ogua	ogua	/df/cryptids/ogua/	cryptid-hub	published	16	16	"cryptids,cryptid-hub,page"
df-cryptids-sheepsquatch	df	page	df-tc-cryptids	public	1	1		Cryptids	Cryptids	Sheepsquatch	Sheepsquatch	sheepsquatch	/df/cryptids/sheepsquatch/	cryptid-hub	published	17	17	"cryptids,cryptid-hub,page"
df-cryptids-snallygaster	df	page	df-tc-cryptids	public	1	1		Cryptids	Cryptids	Snallygaster	Snallygaster	snallygaster	/df/cryptids/snallygaster/	cryptid-hub	published	18	18	"cryptids,cryptid-hub,page"
df-cryptids-wendigo	df	page	df-tc-cryptids	public	1	1		Cryptids	Cryptids	Wendigo	Wendigo	wendigo	/df/cryptids/wendigo/	cryptid-hub	published	19	19	"cryptids,cryptid-hub,page"
df-tc-cult-of-the-lamb	df	top		public	1	0	subcards	Cult of the Lamb		Cult of the Lamb	Cult of the Lamb	cult-of-the-lamb	/df/cult-of-the-lamb/	category-hub	published			"cult-of-the-lamb,category-hub,top"
df-sc-cotl-achievement-checklist	df	sub	df-tc-cult-of-the-lamb	public	1	0	subcards	Cult of the Lamb	Achievement Checklist	Achievement Checklist	Achievement Checklist	achievement-checklist	/df/cult-of-the-lamb/achievement-checklist/	category-hub	published			"cult-of-the-lamb,achievement-checklist,category-hub,sub"
df-cotl-achievements-base-game	df	page	df-sc-cotl-achievement-checklist	public	0	1		Cult of the Lamb	Achievement Checklist	Base Game - Achievement Checklist	Base Game - Achievement Checklist	base-game	/df/cult-of-the-lamb/achievement-checklist/base-game/	guide	published			"cult-of-the-lamb,achievement-checklist,guide,page"
df-cotl-achievements-cultist-pack	df	page	df-sc-cotl-achievement-checklist	public	0	1		Cult of the Lamb	Achievement Checklist	Cultist Pack - Achievement Checklist	Cultist Pack - Achievement Checklist	cultist-pack	/df/cult-of-the-lamb/achievement-checklist/cultist-pack/	guide	published			"cult-of-the-lamb,achievement-checklist,guide,page"
